键,值,上级,省/直辖市/自治区
500108,南岸区,重庆市,重庆市
500109,北碚区,重庆市,重庆市
500110,綦江区,重庆市,重庆市
500111,大足区,重庆市,重庆市
500112,渝北区,重庆市,重庆市
500113,巴南区,重庆市,重庆市
500114,黔江区,重庆市,重庆市
500115,长寿区,重庆市,重庆市
500116,江津区,重庆市,重庆市
500117,合川区,重庆市,重庆市
500118,永川区,重庆市,重庆市
500119,南川区,重庆市,重庆市
500120,璧山区,重庆市,重庆市
500151,铜梁区,重庆市,重庆市
500152,潼南区,重庆市,重庆市
500153,荣昌区,重庆市,重庆市
500154,开州区,重庆市,重庆市
500155,梁平区,重庆市,重庆市
500156,武隆区,重庆市,重庆市
500229,城口县,重庆市,重庆市
500230,丰都县,重庆市,重庆市
500231,垫江县,重庆市,重庆市
500233,忠县,重庆市,重庆市
500235,云阳县,重庆市,重庆市
500236,奉节县,重庆市,重庆市
500237,巫山县,重庆市,重庆市
500238,巫溪县,重庆市,重庆市
500240,石柱土家族自治县,重庆市,重庆市
500241,秀山土家族苗族自治县,重庆市,重庆市
500242,酉阳土家族苗族自治县,重庆市,重庆市
500243,彭水苗族土家族自治县,重庆市,重庆市
510000,四川省,中华人民共和国,四川省
510100,成都市,四川省,四川省
510104,锦江区,成都市,四川省
510105,青羊区,成都市,四川省
510106,金牛区,成都市,四川省
510107,武侯区,成都市,四川省
510108,成华区,成都市,四川省
510112,龙泉驿区,成都市,四川省
510113,青白江区,成都市,四川省
510114,新都区,成都市,四川省
510115,温江区,成都市,四川省
510116,双流区,成都市,四川省
510117,郫都区,成都市,四川省
510121,金堂县,成都市,四川省
510129,大邑县,成都市,四川省
510131,蒲江县,成都市,四川省
510132,新津县,成都市,四川省
510181,都江堰市,成都市,四川省
510182,彭州市,成都市,四川省
510183,邛崃市,成都市,四川省
510184,崇州市,成都市,四川省
510185,简阳市,成都市,四川省
510300,自贡市,四川省,四川省
510302,自流井区,自贡市,四川省
510303,贡井区,自贡市,四川省
510304,大安区,自贡市,四川省
510311,沿滩区,自贡市,四川省
510321,荣县,自贡市,四川省
510322,富顺县,自贡市,四川省
510400,攀枝花市,四川省,四川省
510402,东区,攀枝花市,四川省
510403,西区,攀枝花市,四川省
510411,仁和区,攀枝花市,四川省
510421,米易县,攀枝花市,四川省
510422,盐边县,攀枝花市,四川省
510500,泸州市,四川省,四川省
510502,江阳区,泸州市,四川省
510503,纳溪区,泸州市,四川省
510504,龙马潭区,泸州市,四川省
510521,泸县,泸州市,四川省
510522,合江县,泸州市,四川省
510524,叙永县,泸州市,四川省
510525,古蔺县,泸州市,四川省
510600,德阳市,四川省,四川省
510603,旌阳区,德阳市,四川省
510604,罗江区,德阳市,四川省
510623,中江县,德阳市,四川省
510681,广汉市,德阳市,四川省
510682,什邡市,德阳市,四川省
510683,绵竹市,德阳市,四川省
510700,绵阳市,四川省,四川省
510703,涪城区,绵阳市,四川省
510704,游仙区,绵阳市,四川省
510705,安州区,绵阳市,四川省
510722,三台县,绵阳市,四川省
510723,盐亭县,绵阳市,四川省
510725,梓潼县,绵阳市,四川省
510726,北川羌族自治县,绵阳市,四川省
510727,平武县,绵阳市,四川省
510781,江油市,绵阳市,四川省
510800,广元市,四川省,四川省
510802,利州区,广元市,四川省
510811,昭化区,广元市,四川省
510812,朝天区,广元市,四川省
510821,旺苍县,广元市,四川省
510822,青川县,广元市,四川省
510823,剑阁县,广元市,四川省
510824,苍溪县,广元市,四川省
510900,遂宁市,四川省,四川省
510903,船山区,遂宁市,四川省
510904,安居区,遂宁市,四川省
510921,蓬溪县,遂宁市,四川省
510923,大英县,遂宁市,四川省
510981,射洪市,遂宁市,四川省
511000,内江市,四川省,四川省
511002,市中区,内江市,四川省
511011,东兴区,内江市,四川省
511024,威远县,内江市,四川省
511025,资中县,内江市,四川省
511083,隆昌市,内江市,四川省
511100,乐山市,四川省,四川省
511102,市中区,乐山市,四川省
511111,沙湾区,乐山市,四川省
511112,五通桥区,乐山市,四川省
511113,金口河区,乐山市,四川省
511123,犍为县,乐山市,四川省
511124,井研县,乐山市,四川省
511126,夹江县,乐山市,四川省
511129,沐川县,乐山市,四川省
511132,峨边彝族自治县,乐山市,四川省
511133,马边彝族自治县,乐山市,四川省
511181,峨眉山市,乐山市,四川省
511300,南充市,四川省,四川省
511302,顺庆区,南充市,四川省
511303,高坪区,南充市,四川省
511304,嘉陵区,南充市,四川省
511321,南部县,南充市,四川省
511322,营山县,南充市,四川省
511323,蓬安县,南充市,四川省
511324,仪陇县,南充市,四川省
511325,西充县,南充市,四川省
511381,阆中市,南充市,四川省
511400,眉山市,四川省,四川省
511402,东坡区,眉山市,四川省
511403,彭山区,眉山市,四川省
511421,仁寿县,眉山市,四川省
511423,洪雅县,眉山市,四川省
511424,丹棱县,眉山市,四川省
511425,青神县,眉山市,四川省
511500,宜宾市,四川省,四川省
511502,翠屏区,宜宾市,四川省
511503,南溪区,宜宾市,四川省
511504,叙州区,宜宾市,四川省
511523,江安县,宜宾市,四川省
511524,长宁县,宜宾市,四川省
511525,高县,宜宾市,四川省
511526,珙县,宜宾市,四川省
511527,筠连县,宜宾市,四川省
511528,兴文县,宜宾市,四川省
511529,屏山县,宜宾市,四川省
511600,广安市,四川省,四川省
511602,广安区,广安市,四川省
511603,前锋区,广安市,四川省
511621,岳池县,广安市,四川省
511622,武胜县,广安市,四川省
511623,邻水县,广安市,四川省
511681,华蓥市,广安市,四川省
511700,达州市,四川省,四川省
511702,通川区,达州市,四川省
511703,达川区,达州市,四川省
511722,宣汉县,达州市,四川省
511723,开江县,达州市,四川省
511724,大竹县,达州市,四川省
511725,渠县,达州市,四川省
511781,万源市,达州市,四川省
511800,雅安市,四川省,四川省
511802,雨城区,雅安市,四川省
511803,名山区,雅安市,四川省
511822,荥经县,雅安市,四川省
511823,汉源县,雅安市,四川省
511824,石棉县,雅安市,四川省
511825,天全县,雅安市,四川省
511826,芦山县,雅安市,四川省
511827,宝兴县,雅安市,四川省
511900,巴中市,四川省,四川省
511902,巴州区,巴中市,四川省
511903,恩阳区,巴中市,四川省
511921,通江县,巴中市,四川省
511922,南江县,巴中市,四川省
511923,平昌县,巴中市,四川省
512000,资阳市,四川省,四川省
512002,雁江区,资阳市,四川省
512021,安岳县,资阳市,四川省
512022,乐至县,资阳市,四川省
513200,阿坝藏族羌族自治州,四川省,四川省
513201,马尔康市,阿坝藏族羌族自治州,四川省
513221,汶川县,阿坝藏族羌族自治州,四川省
513222,理县,阿坝藏族羌族自治州,四川省
513223,茂县,阿坝藏族羌族自治州,四川省
513224,松潘县,阿坝藏族羌族自治州,四川省
513225,九寨沟县,阿坝藏族羌族自治州,四川省
513226,金川县,阿坝藏族羌族自治州,四川省
513227,小金县,阿坝藏族羌族自治州,四川省
513228,黑水县,阿坝藏族羌族自治州,四川省
513230,壤塘县,阿坝藏族羌族自治州,四川省
513231,阿坝县,阿坝藏族羌族自治州,四川省
513232,若尔盖县,阿坝藏族羌族自治州,四川省
513233,红原县,阿坝藏族羌族自治州,四川省
513300,甘孜藏族自治州,四川省,四川省
513301,康定市,甘孜藏族自治州,四川省
513322,泸定县,甘孜藏族自治州,四川省
513323,丹巴县,甘孜藏族自治州,四川省
513324,九龙县,甘孜藏族自治州,四川省
513325,雅江县,甘孜藏族自治州,四川省
513326,道孚县,甘孜藏族自治州,四川省
513327,炉霍县,甘孜藏族自治州,四川省
513328,甘孜县,甘孜藏族自治州,四川省
513329,新龙县,甘孜藏族自治州,四川省
513330,德格县,甘孜藏族自治州,四川省
513331,白玉县,甘孜藏族自治州,四川省
513332,石渠县,甘孜藏族自治州,四川省
513333,色达县,甘孜藏族自治州,四川省
513334,理塘县,甘孜藏族自治州,四川省
513335,巴塘县,甘孜藏族自治州,四川省
513336,乡城县,甘孜藏族自治州,四川省
513337,稻城县,甘孜藏族自治州,四川省
513338,得荣县,甘孜藏族自治州,四川省
513400,凉山彝族自治州,四川省,四川省
513401,西昌市,凉山彝族自治州,四川省
513422,木里藏族自治县,凉山彝族自治州,四川省
513423,盐源县,凉山彝族自治州,四川省
513424,德昌县,凉山彝族自治州,四川省
513425,会理县,凉山彝族自治州,四川省
513426,会东县,凉山彝族自治州,四川省
513427,宁南县,凉山彝族自治州,四川省
513428,普格县,凉山彝族自治州,四川省
513429,布拖县,凉山彝族自治州,四川省
513430,金阳县,凉山彝族自治州,四川省
513431,昭觉县,凉山彝族自治州,四川省
513432,喜德县,凉山彝族自治州,四川省
513433,冕宁县,凉山彝族自治州,四川省
513434,越西县,凉山彝族自治州,四川省
513435,甘洛县,凉山彝族自治州,四川省
513436,美姑县,凉山彝族自治州,四川省
513437,雷波县,凉山彝族自治州,四川省
520000,贵州省,中华人民共和国,贵州省
520100,贵阳市,贵州省,贵州省
520102,南明区,贵阳市,贵州省
520103,云岩区,贵阳市,贵州省
520111,花溪区,贵阳市,贵州省
520112,乌当区,贵阳市,贵州省
520113,白云区,贵阳市,贵州省
520115,观山湖区,贵阳市,贵州省
520121,开阳县,贵阳市,贵州省
520122,息烽县,贵阳市,贵州省
520123,修文县,贵阳市,贵州省
520181,清镇市,贵阳市,贵州省
520200,六盘水市,贵州省,贵州省
520201,钟山区,六盘水市,贵州省
520203,六枝特区,六盘水市,贵州省
520221,水城县,六盘水市,贵州省
520281,盘州市,六盘水市,贵州省
520300,遵义市,贵州省,贵州省
520302,红花岗区,遵义市,贵州省
520303,汇川区,遵义市,贵州省
520304,播州区,遵义市,贵州省
520322,桐梓县,遵义市,贵州省
520323,绥阳县,遵义市,贵州省
520324,正安县,遵义市,贵州省
520325,道真仡佬族苗族自治县,遵义市,贵州省
520326,务川仡佬族苗族自治县,遵义市,贵州省
520327,凤冈县,遵义市,贵州省
520328,湄潭县,遵义市,贵州省
520329,余庆县,遵义市,贵州省
520330,习水县,遵义市,贵州省
520381,赤水市,遵义市,贵州省
520382,仁怀市,遵义市,贵州省
520400,安顺市,贵州省,贵州省
520402,西秀区,安顺市,贵州省
520403,平坝区,安顺市,贵州省
520422,普定县,安顺市,贵州省
520423,镇宁布依族苗族自治县,安顺市,贵州省
520424,关岭布依族苗族自治县,安顺市,贵州省
520425,紫云苗族布依族自治县,安顺市,贵州省
520500,毕节市,贵州省,贵州省
520502,七星关区,毕节市,贵州省
520521,大方县,毕节市,贵州省
520522,黔西县,毕节市,贵州省
520523,金沙县,毕节市,贵州省
520524,织金县,毕节市,贵州省
520525,纳雍县,毕节市,贵州省
520526,威宁彝族回族苗族自治县,毕节市,贵州省
520527,赫章县,毕节市,贵州省
520600,铜仁市,贵州省,贵州省
520602,碧江区,铜仁市,贵州省
520603,万山区,铜仁市,贵州省
520621,江口县,铜仁市,贵州省
520622,玉屏侗族自治县,铜仁市,贵州省
520623,石阡县,铜仁市,贵州省
520624,思南县,铜仁市,贵州省
520625,印江土家族苗族自治县,铜仁市,贵州省
520626,德江县,铜仁市,贵州省
520627,沿河土家族自治县,铜仁市,贵州省
520628,松桃苗族自治县,铜仁市,贵州省
522300,黔西南布依族苗族自治州,贵州省,贵州省
522301,兴义市,黔西南布依族苗族自治州,贵州省
522302,兴仁市,黔西南布依族苗族自治州,贵州省
522323,普安县,黔西南布依族苗族自治州,贵州省
522324,晴隆县,黔西南布依族苗族自治州,贵州省
522325,贞丰县,黔西南布依族苗族自治州,贵州省
522326,望谟县,黔西南布依族苗族自治州,贵州省
522327,册亨县,黔西南布依族苗族自治州,贵州省
522328,安龙县,黔西南布依族苗族自治州,贵州省
522600,黔东南苗族侗族自治州,贵州省,贵州省
522601,凯里市,黔东南苗族侗族自治州,贵州省
522622,黄平县,黔东南苗族侗族自治州,贵州省
522623,施秉县,黔东南苗族侗族自治州,贵州省
522624,三穗县,黔东南苗族侗族自治州,贵州省
522625,镇远县,黔东南苗族侗族自治州,贵州省
522626,岑巩县,黔东南苗族侗族自治州,贵州省
522627,天柱县,黔东南苗族侗族自治州,贵州省
522628,锦屏县,黔东南苗族侗族自治州,贵州省
522629,剑河县,黔东南苗族侗族自治州,贵州省
522630,台江县,黔东南苗族侗族自治州,贵州省
522631,黎平县,黔东南苗族侗族自治州,贵州省
522632,榕江县,黔东南苗族侗族自治州,贵州省
522633,从江县,黔东南苗族侗族自治州,贵州省
522634,雷山县,黔东南苗族侗族自治州,贵州省
522635,麻江县,黔东南苗族侗族自治州,贵州省
522636,丹寨县,黔东南苗族侗族自治州,贵州省
522700,黔南布依族苗族自治州,贵州省,贵州省
522701,都匀市,黔南布依族苗族自治州,贵州省
522702,福泉市,黔南布依族苗族自治州,贵州省
522722,荔波县,黔南布依族苗族自治州,贵州省
522723,贵定县,黔南布依族苗族自治州,贵州省
522725,瓮安县,黔南布依族苗族自治州,贵州省
522726,独山县,黔南布依族苗族自治州,贵州省
522727,平塘县,黔南布依族苗族自治州,贵州省
522728,罗甸县,黔南布依族苗族自治州,贵州省
522729,长顺县,黔南布依族苗族自治州,贵州省
522730,龙里县,黔南布依族苗族自治州,贵州省
522731,惠水县,黔南布依族苗族自治州,贵州省
522732,三都水族自治县,黔南布依族苗族自治州,贵州省
530000,云南省,中华人民共和国,云南省
530100,昆明市,云南省,云南省
530102,五华区,昆明市,云南省
530103,盘龙区,昆明市,云南省
530111,官渡区,昆明市,云南省
530112,西山区,昆明市,云南省
530113,东川区,昆明市,云南省
530114,呈贡区,昆明市,云南省
530115,晋宁区,昆明市,云南省
530124,富民县,昆明市,云南省
530125,宜良县,昆明市,云南省
530126,石林彝族自治县,昆明市,云南省
530127,嵩明县,昆明市,云南省
530128,禄劝彝族苗族自治县,昆明市,云南省
530129,寻甸回族彝族自治县,昆明市,云南省
530181,安宁市,昆明市,云南省
530300,曲靖市,云南省,云南省
530302,麒麟区,曲靖市,云南省
530303,沾益区,曲靖市,云南省
530304,马龙区,曲靖市,云南省
530322,陆良县,曲靖市,云南省
530323,师宗县,曲靖市,云南省
530324,罗平县,曲靖市,云南省
530325,富源县,曲靖市,云南省
530326,会泽县,曲靖市,云南省
530381,宣威市,曲靖市,云南省
530400,玉溪市,云南省,云南省
530402,红塔区,玉溪市,云南省
530403,江川区,玉溪市,云南省
530423,通海县,玉溪市,云南省
530424,华宁县,玉溪市,云南省
530425,易门县,玉溪市,云南省
530426,峨山彝族自治县,玉溪市,云南省
530427,新平彝族傣族自治县,玉溪市,云南省
530428,元江哈尼族彝族傣族自治县,玉溪市,云南省
530481,澄江市,玉溪市,云南省
530500,保山市,云南省,云南省
530502,隆阳区,保山市,云南省
530521,施甸县,保山市,云南省
530523,龙陵县,保山市,云南省
530524,昌宁县,保山市,云南省
530581,腾冲市,保山市,云南省
530600,昭通市,云南省,云南省
530602,昭阳区,昭通市,云南省
530621,鲁甸县,昭通市,云南省
530622,巧家县,昭通市,云南省
530623,盐津县,昭通市,云南省
530624,大关县,昭通市,云南省
530625,永善县,昭通市,云南省
530626,绥江县,昭通市,云南省
530627,镇雄县,昭通市,云南省
530628,彝良县,昭通市,云南省
530629,威信县,昭通市,云南省
530681,水富市,昭通市,云南省
530700,丽江市,云南省,云南省
530702,古城区,丽江市,云南省
530721,玉龙纳西族自治县,丽江市,云南省
530722,永胜县,丽江市,云南省
530723,华坪县,丽江市,云南省
530724,宁蒗彝族自治县,丽江市,云南省
530800,普洱市,云南省,云南省
530802,思茅区,普洱市,云南省
530821,宁洱哈尼族彝族自治县,普洱市,云南省
530822,墨江哈尼族自治县,普洱市,云南省
530823,景东彝族自治县,普洱市,云南省
530824,景谷傣族彝族自治县,普洱市,云南省
530825,镇沅彝族哈尼族拉祜族自治县,普洱市,云南省
530826,江城哈尼族彝族自治县,普洱市,云南省
530827,孟连傣族拉祜族佤族自治县,普洱市,云南省
530828,澜沧拉祜族自治县,普洱市,云南省
530829,西盟佤族自治县,普洱市,云南省
530900,临沧市,云南省,云南省
530902,临翔区,临沧市,云南省
530921,凤庆县,临沧市,云南省
530922,云县,临沧市,云南省
530923,永德县,临沧市,云南省
530924,镇康县,临沧市,云南省
530925,双江拉祜族佤族布朗族傣族自治县,临沧市,云南省
530926,耿马傣族佤族自治县,临沧市,云南省
530927,沧源佤族自治县,临沧市,云南省
532300,楚雄彝族自治州,云南省,云南省
532301,楚雄市,楚雄彝族自治州,云南省
532322,双柏县,楚雄彝族自治州,云南省
532323,牟定县,楚雄彝族自治州,云南省
532324,南华县,楚雄彝族自治州,云南省
532325,姚安县,楚雄彝族自治州,云南省
532326,大姚县,楚雄彝族自治州,云南省
532327,永仁县,楚雄彝族自治州,云南省
532328,元谋县,楚雄彝族自治州,云南省
532329,武定县,楚雄彝族自治州,云南省
532331,禄丰县,楚雄彝族自治州,云南省
532500,红河哈尼族彝族自治州,云南省,云南省
532501,个旧市,红河哈尼族彝族自治州,云南省
532502,开远市,红河哈尼族彝族自治州,云南省
532503,蒙自市,红河哈尼族彝族自治州,云南省
532504,弥勒市,红河哈尼族彝族自治州,云南省
532523,屏边苗族自治县,红河哈尼族彝族自治州,云南省
532524,建水县,红河哈尼族彝族自治州,云南省
532525,石屏县,红河哈尼族彝族自治州,云南省
532527,泸西县,红河哈尼族彝族自治州,云南省
532528,元阳县,红河哈尼族彝族自治州,云南省
532529,红河县,红河哈尼族彝族自治州,云南省
532530,金平苗族瑶族傣族自治县,红河哈尼族彝族自治州,云南省
532531,绿春县,红河哈尼族彝族自治州,云南省
532532,河口瑶族自治县,红河哈尼族彝族自治州,云南省
532600,文山壮族苗族自治州,云南省,云南省
532601,文山市,文山壮族苗族自治州,云南省
532622,砚山县,文山壮族苗族自治州,云南省
532623,西畴县,文山壮族苗族自治州,云南省
532624,麻栗坡县,文山壮族苗族自治州,云南省
532625,马关县,文山壮族苗族自治州,云南省
532626,丘北县,文山壮族苗族自治州,云南省
532627,广南县,文山壮族苗族自治州,云南省
532628,富宁县,文山壮族苗族自治州,云南省
532800,西双版纳傣族自治州,云南省,云南省
532801,景洪市,西双版纳傣族自治州,云南省
532822,勐海县,西双版纳傣族自治州,云南省
532823,勐腊县,西双版纳傣族自治州,云南省
532900,大理白族自治州,云南省,云南省
532901,大理市,大理白族自治州,云南省
532922,漾濞彝族自治县,大理白族自治州,云南省
532923,祥云县,大理白族自治州,云南省
532924,宾川县,大理白族自治州,云南省
532925,弥渡县,大理白族自治州,云南省
532926,南涧彝族自治县,大理白族自治州,云南省
532927,巍山彝族回族自治县,大理白族自治州,云南省
532928,永平县,大理白族自治州,云南省
532929,云龙县,大理白族自治州,云南省
532930,洱源县,大理白族自治州,云南省
532931,剑川县,大理白族自治州,云南省
532932,鹤庆县,大理白族自治州,云南省
533100,德宏傣族景颇族自治州,云南省,云南省
533102,瑞丽市,德宏傣族景颇族自治州,云南省
533103,芒市,德宏傣族景颇族自治州,云南省
533122,梁河县,德宏傣族景颇族自治州,云南省
533123,盈江县,德宏傣族景颇族自治州,云南省
533124,陇川县,德宏傣族景颇族自治州,云南省
533300,怒江傈僳族自治州,云南省,云南省
533301,泸水市,怒江傈僳族自治州,云南省
533323,福贡县,怒江傈僳族自治州,云南省
533324,贡山独龙族怒族自治县,怒江傈僳族自治州,云南省
533325,兰坪白族普米族自治县,怒江傈僳族自治州,云南省
533400,迪庆藏族自治州,云南省,云南省
533401,香格里拉市,迪庆藏族自治州,云南省
533422,德钦县,迪庆藏族自治州,云南省
533423,维西傈僳族自治县,迪庆藏族自治州,云南省
540000,西藏自治区,中华人民共和国,西藏自治区
540100,拉萨市,西藏自治区,西藏自治区
540102,城关区,拉萨市,西藏自治区
540103,堆龙德庆区,拉萨市,西藏自治区
540104,达孜区,拉萨市,西藏自治区
540121,林周县,拉萨市,西藏自治区
540122,当雄县,拉萨市,西藏自治区
540123,尼木县,拉萨市,西藏自治区
540124,曲水县,拉萨市,西藏自治区
540127,墨竹工卡县,拉萨市,西藏自治区
540200,日喀则市,西藏自治区,西藏自治区
540202,桑珠孜区,日喀则市,西藏自治区
540221,南木林县,日喀则市,西藏自治区
540222,江孜县,日喀则市,西藏自治区
540223,定日县,日喀则市,西藏自治区
540224,萨迦县,日喀则市,西藏自治区
540225,拉孜县,日喀则市,西藏自治区
540226,昂仁县,日喀则市,西藏自治区
540227,谢通门县,日喀则市,西藏自治区
540228,白朗县,日喀则市,西藏自治区
540229,仁布县,日喀则市,西藏自治区
540230,康马县,日喀则市,西藏自治区
540231,定结县,日喀则市,西藏自治区
540232,仲巴县,日喀则市,西藏自治区
540233,亚东县,日喀则市,西藏自治区
540234,吉隆县,日喀则市,西藏自治区
540235,聂拉木县,日喀则市,西藏自治区
540236,萨嘎县,日喀则市,西藏自治区
540237,岗巴县,日喀则市,西藏自治区
540300,昌都市,西藏自治区,西藏自治区
540302,卡若区,昌都市,西藏自治区
540321,江达县,昌都市,西藏自治区
540322,贡觉县,昌都市,西藏自治区
540323,类乌齐县,昌都市,西藏自治区
540324,丁青县,昌都市,西藏自治区
540325,察雅县,昌都市,西藏自治区
540326,八宿县,昌都市,西藏自治区
540327,左贡县,昌都市,西藏自治区
540328,芒康县,昌都市,西藏自治区
540329,洛隆县,昌都市,西藏自治区
540330,边坝县,昌都市,西藏自治区
540400,林芝市,西藏自治区,西藏自治区
540402,巴宜区,林芝市,西藏自治区
540421,工布江达县,林芝市,西藏自治区
540422,米林县,林芝市,西藏自治区
540423,墨脱县,林芝市,西藏自治区
540424,波密县,林芝市,西藏自治区
540425,察隅县,林芝市,西藏自治区
540426,朗县,林芝市,西藏自治区
540500,山南市,西藏自治区,西藏自治区
540502,乃东区,山南市,西藏自治区
540521,扎囊县,山南市,西藏自治区
540522,贡嘎县,山南市,西藏自治区
540523,桑日县,山南市,西藏自治区
540524,琼结县,山南市,西藏自治区
540525,曲松县,山南市,西藏自治区
540526,措美县,山南市,西藏自治区
540527,洛扎县,山南市,西藏自治区
540528,加查县,山南市,西藏自治区
540529,隆子县,山南市,西藏自治区
540530,错那县,山南市,西藏自治区
540531,浪卡子县,山南市,西藏自治区
540600,那曲市,西藏自治区,西藏自治区
540602,色尼区,那曲市,西藏自治区
540621,嘉黎县,那曲市,西藏自治区
540622,比如县,那曲市,西藏自治区
540623,聂荣县,那曲市,西藏自治区
540624,安多县,那曲市,西藏自治区
540625,申扎县,那曲市,西藏自治区
540626,索县,那曲市,西藏自治区
540627,班戈县,那曲市,西藏自治区
540628,巴青县,那曲市,西藏自治区
540629,尼玛县,那曲市,西藏自治区
540630,双湖县,那曲市,西藏自治区
542500,阿里地区,西藏自治区,西藏自治区
542521,普兰县,阿里地区,西藏自治区
542522,札达县,阿里地区,西藏自治区
542523,噶尔县,阿里地区,西藏自治区
542524,日土县,阿里地区,西藏自治区
542525,革吉县,阿里地区,西藏自治区
542526,改则县,阿里地区,西藏自治区
542527,措勤县,阿里地区,西藏自治区
610000,陕西省,中华人民共和国,陕西省
610100,西安市,陕西省,陕西省
610102,新城区,西安市,陕西省
610103,碑林区,西安市,陕西省
610104,莲湖区,西安市,陕西省
610111,灞桥区,西安市,陕西省
610112,未央区,西安市,陕西省
610113,雁塔区,西安市,陕西省
610114,阎良区,西安市,陕西省
610115,临潼区,西安市,陕西省
610116,长安区,西安市,陕西省
610117,高陵区,西安市,陕西省
610118,鄠邑区,西安市,陕西省
610122,蓝田县,西安市,陕西省
610124,周至县,西安市,陕西省
610200,铜川市,陕西省,陕西省
610202,王益区,铜川市,陕西省
610203,印台区,铜川市,陕西省
610204,耀州区,铜川市,陕西省
610222,宜君县,铜川市,陕西省
610300,宝鸡市,陕西省,陕西省
610302,渭滨区,宝鸡市,陕西省
610303,金台区,宝鸡市,陕西省
610304,陈仓区,宝鸡市,陕西省
610322,凤翔县,宝鸡市,陕西省
610323,岐山县,宝鸡市,陕西省
610324,扶风县,宝鸡市,陕西省
610326,眉县,宝鸡市,陕西省
610327,陇县,宝鸡市,陕西省
610328,千阳县,宝鸡市,陕西省
610329,麟游县,宝鸡市,陕西省
610330,凤县,宝鸡市,陕西省
610331,太白县,宝鸡市,陕西省
610400,咸阳市,陕西省,陕西省
610402,秦都区,咸阳市,陕西省
610403,杨陵区,咸阳市,陕西省
610404,渭城区,咸阳市,陕西省
610422,三原县,咸阳市,陕西省
610423,泾阳县,咸阳市,陕西省
610424,乾县,咸阳市,陕西省
610425,礼泉县,咸阳市,陕西省
610426,永寿县,咸阳市,陕西省
610428,长武县,咸阳市,陕西省
610429,旬邑县,咸阳市,陕西省
610430,淳化县,咸阳市,陕西省
610431,武功县,咸阳市,陕西省
610481,兴平市,咸阳市,陕西省
610482,彬州市,咸阳市,陕西省
610500,渭南市,陕西省,陕西省
610502,临渭区,渭南市,陕西省
610503,华州区,渭南市,陕西省
610522,潼关县,渭南市,陕西省
610523,大荔县,渭南市,陕西省
610524,合阳县,渭南市,陕西省
610525,澄城县,渭南市,陕西省
610526,蒲城县,渭南市,陕西省
610527,白水县,渭南市,陕西省
610528,富平县,渭南市,陕西省
610581,韩城市,渭南市,陕西省
610582,华阴市,渭南市,陕西省
610600,延安市,陕西省,陕西省
610602,宝塔区,延安市,陕西省
610603,安塞区,延安市,陕西省
610621,延长县,延安市,陕西省
610622,延川县,延安市,陕西省
610625,志丹县,延安市,陕西省
610626,吴起县,延安市,陕西省
610627,甘泉县,延安市,陕西省
610628,富县,延安市,陕西省
610629,洛川县,延安市,陕西省
610630,宜川县,延安市,陕西省
610631,黄龙县,延安市,陕西省
610632,黄陵县,延安市,陕西省
610681,子长市,延安市,陕西省
610700,汉中市,陕西省,陕西省
610702,汉台区,汉中市,陕西省
610703,南郑区,汉中市,陕西省
610722,城固县,汉中市,陕西省
610723,洋县,汉中市,陕西省
610724,西乡县,汉中市,陕西省
610725,勉县,汉中市,陕西省
610726,宁强县,汉中市,陕西省
610727,略阳县,汉中市,陕西省
610728,镇巴县,汉中市,陕西省
610729,留坝县,汉中市,陕西省
610730,佛坪县,汉中市,陕西省
610800,榆林市,陕西省,陕西省
610802,榆阳区,榆林市,陕西省
610803,横山区,榆林市,陕西省
610822,府谷县,榆林市,陕西省
610824,靖边县,榆林市,陕西省
610825,定边县,榆林市,陕西省
610826,绥德县,榆林市,陕西省
610827,米脂县,榆林市,陕西省
610828,佳县,榆林市,陕西省
610829,吴堡县,榆林市,陕西省
610830,清涧县,榆林市,陕西省
610831,子洲县,榆林市,陕西省
610881,神木市,榆林市,陕西省
610900,安康市,陕西省,陕西省
610902,汉滨区,安康市,陕西省
610921,汉阴县,安康市,陕西省
610922,石泉县,安康市,陕西省
610923,宁陕县,安康市,陕西省
610924,紫阳县,安康市,陕西省
610925,岚皋县,安康市,陕西省
610926,平利县,安康市,陕西省
610927,镇坪县,安康市,陕西省
610928,旬阳县,安康市,陕西省
610929,白河县,安康市,陕西省
611000,商洛市,陕西省,陕西省
611002,商州区,商洛市,陕西省
611021,洛南县,商洛市,陕西省
611022,丹凤县,商洛市,陕西省
611023,商南县,商洛市,陕西省
611024,山阳县,商洛市,陕西省
611025,镇安县,商洛市,陕西省
611026,柞水县,商洛市,陕西省
620000,甘肃省,中华人民共和国,甘肃省
620100,兰州市,甘肃省,甘肃省
620102,城关区,兰州市,甘肃省
620103,七里河区,兰州市,甘肃省
620104,西固区,兰州市,甘肃省
620105,安宁区,兰州市,甘肃省
620111,红古区,兰州市,甘肃省
620121,永登县,兰州市,甘肃省
620122,皋兰县,兰州市,甘肃省
620123,榆中县,兰州市,甘肃省
620200,嘉峪关市,甘肃省,甘肃省
620300,金昌市,甘肃省,甘肃省
620302,金川区,金昌市,甘肃省
620321,永昌县,金昌市,甘肃省
620400,白银市,甘肃省,甘肃省
620402,白银区,白银市,甘肃省
620403,平川区,白银市,甘肃省
620421,靖远县,白银市,甘肃省
620422,会宁县,白银市,甘肃省
620423,景泰县,白银市,甘肃省
620500,天水市,甘肃省,甘肃省
620502,秦州区,天水市,甘肃省
